rpp_user_id,num_ofertas_historicas,num_ofertas_aceptadas,num_ofertas_no_aceptadas
7d747038-11d3-4546-a083-ed4254143d69,1,3,-2
44c8b315-b370-4060-9725-002f6034a781,5,0,5
7388f627-5896-4eab-878c-91c268abf8fc,2,3,-1
40026e48-f6fa-45f3-a450-db66bc95586e,6,4,2
f49d40f7-0e0c-418b-9efb-0db04b4f90e2,1,0,1
47b46eca-d102-4a44-96ea-f68c7b86cda4,7,1,6
2570b7ca-4ac2-4e7e-9849-e519ff606834,7,0,7
1c84d787-5ea0-45e0-b39b-94b257b17500,1,3,-2
7534868a-facf-4c76-b24b-a6a53047a08e,9,4,5
f684c352-d6e2-473a-a0e7-79505fc791ad,6,2,4
70cda704-4e44-474a-96d2-d47e6e8938d2,2,1,1
6417a8ea-1d5b-4fbe-96f3-236d91d93c63,3,2,1
17593048-2251-4e49-ae0a-22fb55b55891,9,3,6
aba5a1bd-6a19-4fdf-b85d-8f4d40db866b,3,3,0
89a80ae7-49b6-4191-adcc-de78dcadcb38,8,3,5
b9903609-9a9b-44e4-b752-e377a39a2f6e,2,4,-2
5f780158-88ad-4ea9-a8ca-0418c67d2c59,6,1,5
8180fd52-095b-4b75-8e00-e6972665913c,8,3,5
5cb75a95-e151-4174-8650-d6785e88ef59,1,3,-2
e0fa3077-a2b5-4a3f-9119-7dca214a539d,8,2,6
23621e28-e7f0-428b-aebc-6f29ca1d5755,3,3,0
0372b395-e2a5-4023-a86c-ccd46d9f020e,4,3,1
245d2423-09e3-463d-a96e-ee9a4e8876c3,1,2,-1
f68a274a-64c3-4c5c-8774-5acced72552c,5,2,3
4c8a2800-9cd4-4907-bdaa-3131fdd00ac6,2,1,1
0a120f6b-1159-45b5-8409-30538b64eea4,9,4,5
ebdd4164-ee01-41cd-8b26-62204fd9dd5b,3,4,-1
e988a7d7-5e27-4b6f-be6d-1cb3c108975a,2,3,-1
df0b1a78-3881-443e-8ac1-6dc4995e7877,3,1,2
942a129a-788f-4769-9c55-8843f9471cfb,6,2,4
9c0587b2-e289-407e-a0e2-78231c491f71,3,2,1
ec1279b0-58ad-4492-8cc4-b4737954d03f,6,2,4
687e7bd3-66b7-460a-a8e7-dc72107ae6ff,4,2,2
774d4d11-70b6-4424-bbf9-853ca11dc634,8,3,5
1d02f6ba-08bb-46c1-8d9b-b133233f9bb7,5,2,3
61ccd7a3-edf3-4be5-8e73-84686ee97a27,4,4,0
64c3cc13-927d-4720-9cce-e46b0bb98b34,6,0,6
acd9b197-f676-4c4c-aab3-d8af8167ce1e,5,0,5
61ad0736-3ff7-4fa6-938e-aa13e4799bff,7,4,3
297b16d4-90d5-42cb-abe3-02544d11590a,1,1,0
16f1ebf9-699f-4e2d-9328-582f24c6221f,5,4,1
17a1e9aa-cb30-4004-886f-aa76b7df6298,8,2,6
f73ba7e0-a700-4460-a47c-2259bea7c61a,2,0,2
e68e7ab8-c7e3-48b1-be16-70102d209b1b,6,2,4
6d70118d-3c00-4439-ab2c-b4d5e65f107a,1,4,-3
99461c9e-a1ba-4420-b5df-8a1d0034dea4,3,4,-1
80d86d05-966e-442f-aa24-199a13d895a0,9,4,5
0a9a3fcd-42b2-44d5-981e-75c3a0068ef3,6,4,2
43828f24-fd05-4f05-8814-c0dd0ae243f5,2,4,-2
08b591db-316b-4c50-9d49-15e075077701,6,1,5
f881b44f-ffac-42fd-b385-e7db937b40ff,7,2,5
3eafa1d9-63f1-4444-9e51-a5caac6b0c38,4,0,4
49ae65f3-73da-4b50-be50-bb92f5fb3319,6,1,5
976dc7f6-77cf-47f2-9d06-7ddca9e44e0c,2,1,1
af250acc-338a-4460-89c5-93be9b3db1c8,1,4,-3
857b82ac-0d12-46e8-8ada-faa87e50166e,2,1,1
1facb5d1-1cbd-4324-8804-1c86440067d9,5,2,3
92312993-4e81-4afa-aaee-3736e9fc2b2c,8,1,7
26ef4380-e669-433d-a95d-9dc0cbd41b0c,2,1,1
50c81771-a45f-4ec4-9be5-7b4ee40a35d2,9,2,7
3d50b8d1-543b-4481-a0b8-5e2b5622cc1e,3,4,-1
7bce13cf-eaa7-4b30-9148-e57b7262d882,5,3,2
8b91a410-ba5a-4c1d-a7c9-5ccb16f6f14a,5,4,1
206cd277-476a-45c4-aeb1-15dee13ca358,5,2,3
a06cebb4-f9ae-4c29-a12e-a88105cc777f,9,1,8
3f11aa27-c9d6-4140-a23f-7aee3e2d117d,6,4,2
8619edb5-e2c9-48d3-a3b1-06c697af4ede,1,0,1
c4d1e446-4ae7-4f09-89cf-b9c14e3e7e7f,9,3,6
df9fc3c1-0a89-4483-a670-df82226225df,6,1,5
b6c7b964-9970-4ab1-b0e6-80ce1f6a0cb7,1,3,-2
a48d8e39-464f-405c-99d6-c382000df3a1,8,0,8
a38bee8e-5ee0-4c44-a4f2-94f299096f24,3,4,-1
b678311f-b33f-4080-b23b-31a1cd48c405,2,2,0
8a2f3940-085a-4f5f-8d27-f755821cf2c4,3,3,0
b2efcbb9-adff-4eb1-ad29-b2f5f4b9bf6c,3,0,3
486b14ee-e542-4616-b7af-ff083fe89918,6,4,2
279e18e6-55ab-4bdf-ba40-8354d2ba1baf,9,1,8
62bb3fe4-0abf-45fb-a79f-6684d16aeb28,2,4,-2
5be4b684-a1af-4652-8d34-8ad216fde78b,2,4,-2
3ddc535b-b6c3-432f-b5b8-3ff13a427010,9,2,7
1a215751-10e6-4a8d-87c1-c9556034ef70,8,2,6
b15a2959-09de-415d-af50-0977f8cd5871,2,3,-1
368c8149-712f-44ed-bef6-3ed9d225c518,5,0,5
f073a1b4-29b1-45fd-b54f-e798f111b550,1,2,-1
8fc516cf-fbe2-4fb7-b3c8-021ff1748fea,4,2,2
9b38cd3f-d1fa-4435-86e0-067e59b746b0,4,0,4
f3e3bf64-e362-44b7-b686-8db58b71416b,6,0,6
da2ce1e3-aaa9-42a7-8f54-3ae8af4e4e6a,6,4,2
54aa6790-c52e-436d-964a-a83636bd7743,4,1,3
6d8e9d14-0a04-4a2c-a9d6-16d741d38383,1,3,-2
9ecc672a-56f7-4f51-b192-f5cd282ab892,1,2,-1
db048a44-aa67-4e14-ad39-5d7f4dc32e10,2,0,2
cd129cc0-7e2d-4366-ae3c-6813e921fdf9,3,4,-1
a4eb03ed-d74c-4323-87f9-1bfa86818cf3,9,0,9
ed975e3f-1f58-4977-8391-6ad25f1e88cc,7,4,3
094aab21-589b-4f18-93f4-29b6e53a6761,6,2,4
89507ec9-0341-4b3b-af30-f40ff8a835f2,4,0,4
b5fcff48-7c04-48d9-bae6-14baa385c840,9,0,9
08150877-65d1-494b-8b36-1f53ce4b1746,7,4,3
9adbb1e4-3d83-4677-bfdc-d0d86746d1a6,7,3,4
847893a4-d07b-4e63-9f60-04545f0d3bd0,7,3,4
6fe64e78-5016-4f99-8fda-f7a5f1440b20,9,1,8
d41b09c2-415f-4d90-ac11-de1680d850ad,7,0,7
c6f8ea8d-9739-4fd3-8d6d-384d1fff2776,7,1,6
4b0e513d-5ced-4a81-bbb0-d842f3fc50a6,2,4,-2
711ab341-16aa-484a-85ce-4738ed8dd30d,3,1,2
7d61f164-f9fb-48df-a71b-6dc4b2a228d7,6,1,5
0aee4aff-edea-4c87-8f93-8d33fdd694d0,1,3,-2
dc28c624-497d-490a-b033-5b90b1bf5ead,3,0,3
77871efd-4b7a-4b37-8f02-66c9161a7c05,6,1,5
306e2a86-2a70-448e-8f8b-8763ad7ebd42,2,0,2
7124f243-484e-4f0e-ac48-e6b706509af4,6,1,5
8ac2e4b6-0b38-433d-8779-04dabc087763,8,4,4
adf9bca6-a879-4010-a82e-65709d840e00,9,4,5
f9a5c413-b47b-4309-833d-4cabfdf84123,8,2,6
b6f6b0b9-f747-4e42-9934-71affec1f2e7,1,3,-2
4feab744-0c63-4566-a174-5b65b6a0eb53,9,4,5
8de49ca7-af95-40d9-9dc5-7a6e902a89f9,2,2,0
a2e50e9f-26da-4e86-aac8-55df9a13e7b7,5,0,5
bab4740b-d2b4-4abe-97f1-a59c5cf056cf,4,0,4
7d592cd8-5948-43a9-8c4e-e73264dc8fc0,1,4,-3
807888cf-1e24-4e9b-981f-9cc7d0ffa2f1,2,0,2
2eefe066-5584-41ef-9345-2caf489c88c0,2,4,-2
aaed2796-7718-4a5b-9468-25a3090016ab,9,1,8
9daf1d29-3d3f-43d3-b160-f8774b5c1d40,6,4,2
0cf02d86-f2ba-4065-82e3-3f1ac4486cb1,4,2,2
822bd1fd-8a55-4af2-9ec1-7814d7b53a54,4,0,4
ff1a7786-f735-4ffa-b699-103e0604d6fb,6,3,3
1582a401-b50c-4ce9-b573-bc82f8239aad,4,1,3
7acd7ab9-9192-4cf7-b82d-a218a66bc3e3,2,1,1
cd05ed38-c364-4d9a-87fc-2347b25c881e,2,3,-1
cb4c38cf-993a-477c-ad09-00e9e336616d,2,1,1
47718e23-c52a-455b-b5e1-c4e9e9742f4e,7,2,5
641c016e-fd18-4fad-b154-83a593820337,7,4,3
47579e77-bea0-4d14-9abc-83d7f4af41e4,2,0,2
6d0d252e-ac6f-4522-ac3a-93d9ca5a9c47,7,2,5
d361db54-349e-407b-9fc7-43d4f8ad99a0,1,1,0
f4b596c9-6321-4efd-9960-4f0e2ec989aa,8,4,4
64020ca7-7265-491e-8bd5-b4d281c247de,4,3,1
11581698-f69d-4634-95d9-c21169da0494,6,3,3
785f4104-22e7-4d10-b79c-89ea44325032,6,1,5
8c91b068-8b4d-412e-b22e-1a5e0bcdadd5,6,4,2
5e2d0783-5d15-43b8-b895-08f4b1419caa,9,0,9
6f8dcdfe-936d-4ed1-8949-d1013fb709a2,3,0,3
5b232f2f-95be-4420-bdec-e75738959c0e,4,2,2
c9246519-e396-48e5-aeab-35b916a4827b,9,4,5
2fc2f1e5-8cdb-46cc-a931-2dd2811ab3c7,9,0,9
2a935654-97ef-499a-9aae-57b74245394e,5,0,5
4f776d4a-3cbf-4f16-b678-1d798dbcc077,7,2,5
8e8bbca4-285e-4bd2-b3c7-e50bd61f976c,2,4,-2
98e8214d-af83-40e9-8a59-ad44db9e19f3,7,1,6
6f0181db-8fbd-4e0e-a7fe-3b7e214d54a9,4,0,4
fc090c7f-a27f-4a8e-9c10-b8f673ac26f1,1,2,-1
d88ec1d2-2c83-4597-b06d-dde2451ac657,9,4,5
2e31e8d8-b205-4b42-956f-f8caac0bf328,5,2,3
10cbec4b-cbc7-4f00-85a1-92f99cf84b69,7,3,4
de56ebde-9de6-4857-9c60-17c3ec9f7fc3,5,2,3
119ba911-696a-4212-96e0-6dbf5fa5f11d,4,4,0
abcd2cd0-705c-4b8b-91b7-c302d61b3e8a,3,4,-1
2c41ad15-3131-406d-b7cf-c2126264a153,2,4,-2
b155b90c-17a9-4207-8123-0309986b243e,1,1,0
cb7c947f-c33b-4333-9f6c-d04e3684d885,6,1,5
c092b838-8c97-4c99-95fd-10dba63d42f9,4,4,0
4037608a-1cc3-4d0a-89e6-1a6422416026,1,1,0
5a656895-10d3-42a0-ab75-d8c83c5b308a,6,3,3
8c54bec6-364c-4ad4-ac0c-f824198f9e64,4,3,1
c2bd0f90-12b2-4851-be9b-998a7324e7ff,7,1,6
7881025f-8af8-4d88-8927-6830c6c3e0e0,6,4,2
44ccfc5b-1622-4844-ba19-739d70e9ee78,8,1,7
bcaae239-f30a-4766-b24d-76689d9e5e91,8,3,5
3e7a796e-f741-46ce-ac36-9d2a810c59d4,7,4,3
db939a2b-3caf-4921-9ca3-f5617b48d8a6,1,3,-2
18be999b-7524-44fc-940a-61b5832cf91c,9,2,7
3a9eedf0-3617-4090-abe3-87bcd67706bb,9,2,7
2ac64bb7-ae19-43c9-be81-830a61890d40,1,3,-2
9e7f7d82-48ac-4d82-9838-bf7ab67ba142,3,1,2
c6534a34-d361-4488-a200-7ab0dc30d897,8,0,8
cdefeb31-78d8-4794-af4c-a1919127ab19,2,4,-2
01bef8fa-f865-4165-98e2-c6d8a88209b8,7,3,4
35e9253c-c447-4ba7-8154-21d90c10aa29,8,1,7
de36697f-52bd-4f7d-98ff-ea67a238bbbe,7,4,3
2885d6f1-f2c5-4d37-8752-5259aba8fcc0,7,4,3
27411226-bf6a-4386-9bda-f90fbc233f7e,1,1,0
d46352fe-a0b0-4742-8309-1827115b81e4,7,3,4
75135a01-2023-4e80-be5b-e8f4dcd9d612,6,3,3
3f9d4c50-75ad-4b64-a376-5aa58de7a9f1,3,2,1
49660389-bba1-4c70-9b41-206ed3f6b54c,9,0,9
f29168e0-a71d-475c-b31d-00569076b35a,8,0,8
558f2e77-425d-41b6-b0bf-4ee030d4bc2d,8,0,8
14aef9ba-9ce5-47bb-a304-30f434e9d747,9,2,7
f5b1e237-ecea-44ae-acf8-c40a5ba931f2,2,3,-1
8cecf462-887a-4c36-b68a-47788d004337,5,4,1
86cb74b2-b6b5-4e84-aada-21c23d11230d,1,0,1
3c8f4f44-e5fd-4393-9d0f-ea36f49d7f7b,6,2,4
6dc1f77f-e7d9-4ae7-96dc-ea6b5e97e15c,8,3,5
3c27b493-fc03-4809-8d01-58e83e5a8493,1,3,-2
53695a69-6893-49f0-8b17-98540e80e74f,1,0,1
3c4df6bd-9803-42b4-b9ed-ef0be32ea794,3,4,-1
f27f2794-2f3d-425b-9ebb-881afbf8025d,4,4,0
328fa6d3-9f44-4e07-baf2-e71e1420c6e1,5,4,1
66b515c8-f53e-4d4d-91ae-0966c4a7aecb,2,1,1
00c41a8b-1783-4e1c-8063-1db00fff2a38,3,4,-1
dc642837-d202-4323-93c4-6a2e22bf015b,2,0,2
80074a47-0e57-42a9-89ac-e484a7c6ad97,2,2,0
5ba39ebc-97ac-425b-9323-7fd1c2566850,5,4,1
cbe59cb1-be9d-43b8-91bd-0652369441ce,4,1,3
913ee2a2-83ad-43b2-820a-7a9a7b56869a,6,0,6
e9f82401-cbc9-485f-9a7b-cf9ddb394bb0,1,0,1
cb534e08-989d-40ea-9176-7b674ba86ba2,9,1,8
c99d11c5-377e-403a-b28a-8513c84fd1c2,4,0,4
d6cf0bfb-e2c1-4c4e-abc9-415064ea9072,8,2,6
b1fe1579-800f-488a-9522-caac8b04f236,2,0,2
94864a00-83d9-4be4-887c-c056a55204c2,2,1,1
2d781ebb-a0b3-4fad-943e-cf4491a64ec2,9,3,6
2396adb3-4974-450e-b0af-67a46c76b482,9,4,5
a8e7bfd9-910b-43cd-9bf4-ef2b0581a11a,5,4,1
07d52357-c005-4ab5-9084-8fe597f0c5b1,6,3,3
918b1ec7-43e7-40a5-a3ba-7afbd2e17244,6,2,4
1d6777a0-b7a5-478f-8367-cd6ccde6e28b,2,1,1
961534c5-a29d-4c4c-8598-cc7555d776f3,2,2,0
9b975389-24b6-4c95-a06d-ebdf5e20f551,8,2,6
74168206-dc48-4727-a60a-f9df6699affd,5,4,1
6628e944-39bb-423b-9b19-ee160000ed5f,7,1,6
a286fc32-c545-43e6-aa27-f0f8afc8d951,2,1,1
d9825a2f-e409-46ea-a199-854b82e0baa2,9,2,7
95582a69-0bb8-4b4e-86ab-685e0e8ef3aa,1,2,-1
93574da3-c888-4a90-ae87-d3ea839f9ba3,6,1,5
cdcd934c-f49a-4f98-8765-9b2bc4d51829,8,3,5
2ce31189-9c4c-4692-9247-bdd7413d15a4,7,0,7
5b604fb8-b4cd-40d6-92ec-dcbbe494e642,3,1,2
bc04111e-f4ff-40b9-b34f-d6f9e03dce47,3,2,1
fa14cd7c-8a25-4228-8850-9f235e35217e,2,3,-1
de807026-e22d-4556-bfd5-7e7e0c73179f,6,1,5
8dc123de-164e-405d-a310-5888565ddfea,9,0,9
e540de71-8c26-4ded-85ac-08b95b383076,3,1,2
412f4690-faf9-4841-a7e3-fbf7efdb9b8a,3,3,0
a699b907-3b6e-4e80-b8ad-dcabfb008d87,4,1,3
363058ba-ce70-42e8-bde8-2660d2964494,2,3,-1
7288c2bd-e7c5-4241-ab58-a90fc7a69e93,7,1,6
f923b372-ecf5-40a1-b21d-122bd7082fc2,5,1,4
25d5eec4-079b-463e-9119-2fce390b14e1,5,3,2
98174a3e-b32b-4e2c-8e17-549bb144aa91,2,1,1
774f0b20-09ef-4700-8b54-4c79421043ce,8,3,5
e2714621-40db-44e4-be90-a7674cd01c9f,6,1,5
d0024fd8-9514-4abd-9db7-524d21804092,7,1,6
cc02c80f-c6bf-496a-88ce-c36c4d1382e0,6,4,2
2aa65872-9812-4916-bc32-d0ed9494b93c,8,0,8
