external_id,rpp_user_id,disable_push
65285251,f5967a3b-a194-48c6-bbe5-f4863322bdf6,0
69537253,8b3253d6-8728-410a-aa88-6dc1c5424fc8,0
59248435,99ddc786-3379-476a-8b9f-defe29617f97,0
61306901,f2014d8d-a937-4bc4-928c-0083670d8468,0
55831369,ba8e47f8-5fe0-4f84-9ea7-b68b3719ca6c,0
10959015,9c19c6ba-e6d5-451e-a66a-c24696162c09,0
56972562,e35b8567-9967-43ad-8dbc-70743d2a86b8,0
48900484,86f7f5de-8053-4870-80c3-c169e427f75c,0
20193881,046b8c1c-b662-4b91-815f-6727c2ecd58d,0
3385358,36f23544-90f8-4cf0-8668-370d4757ae91,0
44738554,5d2c860b-cabf-4d42-964d-6be3e52e4b81,0
68574554,a4fe4ec3-df04-455b-bc36-2e533a91df42,0
16845365,bc2c5156-3ea9-4083-9d39-ec06d382122a,0
52157314,82331e14-a024-4d8c-a549-9a0a448b69d5,0
95672412,b7066b43-fe82-4c4c-a012-d29ef32b10ab,0
11392367,81c6fb3c-c559-44a9-b856-9512a28d1c5e,0
69778860,3843df08-edc7-4f10-9e5f-ed8d0deafdcb,0
88883976,f5ad39a4-dd57-49fa-abc0-89dfad3b1ac9,0
13479855,12bb0ec7-ffe8-49de-b5e6-9d204d909b09,0
73506851,92bf3482-21b1-48f5-8bdf-6808735194b8,0
13187278,b1d12706-2ff4-4705-a8cf-c7ccc7183da9,0
68979793,f6603d01-ce65-4126-86e0-76e93b7074ea,1
37709732,da575d48-6aeb-433e-a5fd-9654cb16aaf3,0
26939240,e55ba0f4-2353-4b78-b3e5-0151d6d0b0d5,0
23027076,c07233f5-0e73-46d0-86bf-51ac7d1ca24f,0
81200126,def03869-7140-4e8e-a1d7-934641fd0bb3,0
86191494,9cc98e51-c20e-4e13-b9ab-d48d18dd477e,0
87796278,f56feae3-2398-45c0-945f-7cdb96bb8b36,0
66401386,753eddf0-2f8b-4fd9-9127-244379642b18,1
22335236,ae49dc20-121b-408d-bc4b-66ec618d7709,0
271837,cc910d80-91fe-4166-be4e-a0a0d01fb6fe,1
3584703,8dafba3d-02af-4cf2-8fc3-bd51b3df75a4,0
52631084,63ee9087-18b0-4ae9-8a07-d7f8ba5cec33,0
8585378,08b3291e-8924-4ee9-ba54-1f6928ed2371,0
86544586,da5f8f77-fe36-4acd-84bb-b2007494fe7e,1
85157822,84e81803-eb8b-440b-ace8-8a675fb387c8,0
87655396,6782b1c1-88d1-4e31-875d-3e3842f1bfc2,0
17824014,cea25387-09bc-44fe-b48c-7867b1e9f8ef,1
36601695,923db293-e1e1-4459-a2ee-604699f33f63,1
67105584,9f5f796c-4f88-4dd1-b78f-e824c60097a3,0
60304655,a3c26125-2f73-4418-bbec-a5e504dd765f,0
34119118,9ae6fe60-22bf-4337-92ac-49948af050bd,0
36433623,a7544e76-1f98-429d-85a4-f852dba0b1c0,0
89482492,2e5a267a-c295-4ed7-8eef-9cff08c41df9,0
60031993,1db2cd22-e6f0-45d3-aab5-cff7cdf44167,0
55105832,42347b39-807a-475c-964e-960a171ba99d,0
3366613,2b14d607-1f5c-4e57-a2e9-b9132639d8ba,0
58743504,568a0291-f3e0-42d2-8c44-12178d6ffe65,0
91693394,c0776bb1-2f9d-4354-8e90-613124742deb,0
36258671,df2a83a1-1a42-4928-8fa1-2d7c040e448f,0
69739573,81f6d0cb-e492-47a5-8b3a-2022f5fd2ff6,0
55848858,922d876d-de75-4d6e-987e-dc7d3b850061,1
57055420,bb4e6db5-11a6-4ad9-9647-6cfaa29bf912,0
49160572,72c5bf2d-45d4-47c0-a101-d6d2f63c9d81,0
68394025,f291556d-0123-44c9-9895-052f72710f0e,0
64525469,7c19befa-cfe8-458b-897a-45e2a23fd000,0
89966607,282bb21c-625f-4014-bc3a-4b848f6a4d9f,0
38727469,53f2419a-6653-4e13-9f6b-6e42eb088961,0
51757121,07626d1e-3c2e-4282-8a17-9748ea84d53c,0
67157849,8ccc514b-5c93-410f-92e4-e9207ef5db16,0
77897543,1b604c69-c105-4458-b02f-5b4735fe36b7,0
73665033,7df315da-2ea8-4075-bf5e-6b85fc283d40,1
95540568,02a083b9-6837-46b9-aecd-85a19f0a8614,0
85390465,4fd17842-c222-495e-9555-46207ba09c1a,0
48170988,f3835411-fa6a-4a53-b299-9ef168848c03,1
52562568,f6978fd8-cd36-43d8-af9a-1def9e1d457a,0
23717336,8c8392da-5828-4e5d-8999-73faf79556ec,0
60472383,390970b1-ee87-4a1d-b4ff-fc83b4fbe570,0
12719243,590bede9-e3c3-40cb-b865-5c64c70488cd,0
48715251,ed8d741d-c750-4fc4-b9a1-ed65c99308a2,0
83139153,6ed13fdd-b219-40d3-9a4e-1ae17f9b9590,0
44054179,2fea2a81-9aff-4be9-a23b-974eab0eb55a,1
38334883,ae652f85-5ae6-4b8d-b57c-b65b23f90bb2,1
91355425,815e4d71-5d54-496d-a1b2-be3c3d5aff2a,0
52441467,0bacefd5-59b6-4fd7-8228-01e6e6b210ae,0
49583877,393f58b5-fc6e-4b7a-a7e0-0c73342d69db,0
86117866,4004a1bb-918f-45e0-8d12-e0c63769e7d4,0
63203559,20f1d8df-42a1-4a4f-953d-cd47f44f277f,0
95000617,bdfdeebe-4f00-407c-afdc-70b88117beb3,0
37407772,9cf87f37-4b3b-4ec9-a84f-0b8a141eae8a,0
83122311,c84aef9c-c8cb-4cae-ba5e-5cd99a7dca1c,1
27009225,3b0bccbe-5c09-4328-a8c6-856a02b8c0ab,0
51327756,75cdb56e-d122-4960-a325-35376044a3b9,0
79018914,742bc16a-5b1c-4bc6-94f8-9d515cd3031e,0
7130145,d2b3dbe3-8bc5-437e-a1ff-225056231cef,0
4545584,e58aa06e-f184-415c-9997-e9a8b9535a13,0
54079038,024a9f37-1a57-46ec-af12-445d1c24c3c0,1
54474456,2b29c6cc-6486-43f2-9d37-1479be1f326c,1
41542437,302d0b8d-e598-48dc-8dba-d1ea92867c55,0
46626915,30c0cfb3-c264-43ca-9395-1c2e6017a422,0
53933928,df1a7c85-7555-4e1a-9428-51ce7e4eea43,0
52453339,216d3da5-1890-437c-9a15-2ac212cd8450,0
14881729,121fdf63-bf43-42ff-990c-415fc8358234,0
34045667,b6a10ed0-7365-4613-b59e-369eeee5a55e,0
12722095,ee88ef4e-d6d4-4302-9bfd-55ab8d7f3fab,0
22178435,407e73c7-02e5-4b48-9e75-6b10189811db,0
46321409,e2150107-d20d-4632-a155-e3b03e969e89,1
12796933,f3dff8b1-c9c2-4472-9748-a1e22e16ac76,0
74023415,4eff6280-40f7-43ad-8848-7483d4a68cc1,0
90053375,eacee77d-f804-4e94-ba0b-a82f931a8aa8,0
26063246,aed227e6-bb63-43b7-95fb-32cbace92bd3,0
39443227,9e29cd0d-117d-43a8-ad43-acdc75aa251c,0
97636745,25e147c3-050b-482d-88ad-22577d47cfcd,0
99483855,ccfb7402-b604-4c0a-8484-8a34b0e7f3bd,0
91444239,26c2f725-2796-4112-8c0b-b11b90e8a524,1
73619290,40a3f2fe-2207-4402-abe4-28911104b6c5,1
7887740,b1efe0d7-515b-40fb-a44f-dbc528c21a52,0
60736973,db2b7c69-fd34-4e42-8a55-28849e68d619,0
61071027,70f2547e-0c9f-4231-904b-8e54b439ff59,0
769599,0b792654-4c4d-4c3b-9cc7-d2e56a1474c6,0
89178976,9424b3bd-82e4-4aeb-8f31-8052337a0727,0
49007335,73e5b39a-4543-4900-b295-524d6a91caa5,1
28433649,ab751f46-ed8c-47ed-858f-20763a4e6e3e,0
7971380,f875278a-211e-47e7-94e8-c7427b93d460,0
3331069,3094d368-adda-4282-8c16-195963a6e932,0
36810848,3e9aff3f-d4f5-4489-bed8-618fece9fcfc,0
34428804,be9c581e-18f8-4b45-89a1-27e03a79014c,0
5654238,d68c8d34-883f-4ea5-9a92-37814fd5857e,0
61553125,bc30ce82-d7b1-4b1e-8b22-abf8cf8e1450,0
45816039,f0a248e9-7603-4ea6-a8fa-11e0741158dd,0
17750765,72358cfc-f78b-4fb3-bb5e-4ebb1f96478c,0
36898447,e6031dcc-2abc-4d3a-aa92-41de4c568c95,0
23841963,c3166564-d74f-497f-a82b-ce9e0f3df888,0
66834973,811d4cc0-fff1-4cf0-b4d6-1f2607a0b53d,0
43156516,56f722d8-7087-4809-a67a-bff11122dedc,0
22993421,1083e9f1-cb4a-4437-8cca-3d0b641ed1b7,0
62190752,65a897db-b78f-45ac-a8ce-ae41a54bdaf4,0
21970759,2b751192-2a66-4bd7-b73e-d4eacc753481,0
36513467,c2bf08c7-54a5-45ee-a1b7-1202e2237813,0
31288563,f74c1476-7f6e-441b-8778-283db8f2e649,0
21351510,63e04e15-734b-4a3b-81bc-4da04ebb1439,0
23484188,52a392d2-6b01-40a8-acf2-6259af570898,0
61777470,94910272-19d0-4558-8813-74df9a67709d,0
36093881,7d747038-11d3-4546-a083-ed4254143d69,0
50441205,44c8b315-b370-4060-9725-002f6034a781,0
81752860,7388f627-5896-4eab-878c-91c268abf8fc,1
96302108,40026e48-f6fa-45f3-a450-db66bc95586e,0
44066132,f49d40f7-0e0c-418b-9efb-0db04b4f90e2,0
75415326,47b46eca-d102-4a44-96ea-f68c7b86cda4,0
35563454,2570b7ca-4ac2-4e7e-9849-e519ff606834,0
34755915,1c84d787-5ea0-45e0-b39b-94b257b17500,0
50873984,7534868a-facf-4c76-b24b-a6a53047a08e,0
90586460,f684c352-d6e2-473a-a0e7-79505fc791ad,0
53892569,70cda704-4e44-474a-96d2-d47e6e8938d2,0
23637223,6417a8ea-1d5b-4fbe-96f3-236d91d93c63,0
2484414,17593048-2251-4e49-ae0a-22fb55b55891,0
70016225,aba5a1bd-6a19-4fdf-b85d-8f4d40db866b,0
95057281,89a80ae7-49b6-4191-adcc-de78dcadcb38,0
39449977,b9903609-9a9b-44e4-b752-e377a39a2f6e,0
97453339,5f780158-88ad-4ea9-a8ca-0418c67d2c59,0
89583550,8180fd52-095b-4b75-8e00-e6972665913c,1
2235001,5cb75a95-e151-4174-8650-d6785e88ef59,0
23685748,e0fa3077-a2b5-4a3f-9119-7dca214a539d,0
37876685,23621e28-e7f0-428b-aebc-6f29ca1d5755,0
72931049,0372b395-e2a5-4023-a86c-ccd46d9f020e,0
29859175,245d2423-09e3-463d-a96e-ee9a4e8876c3,0
36102854,f68a274a-64c3-4c5c-8774-5acced72552c,0
46159304,4c8a2800-9cd4-4907-bdaa-3131fdd00ac6,0
12195227,0a120f6b-1159-45b5-8409-30538b64eea4,0
47936137,ebdd4164-ee01-41cd-8b26-62204fd9dd5b,0
69062974,e988a7d7-5e27-4b6f-be6d-1cb3c108975a,0
14421669,df0b1a78-3881-443e-8ac1-6dc4995e7877,0
21200097,942a129a-788f-4769-9c55-8843f9471cfb,0
83375338,9c0587b2-e289-407e-a0e2-78231c491f71,0
23234511,ec1279b0-58ad-4492-8cc4-b4737954d03f,0
51715899,687e7bd3-66b7-460a-a8e7-dc72107ae6ff,0
45968758,774d4d11-70b6-4424-bbf9-853ca11dc634,0
61088,1d02f6ba-08bb-46c1-8d9b-b133233f9bb7,0
80705120,61ccd7a3-edf3-4be5-8e73-84686ee97a27,0
66653417,64c3cc13-927d-4720-9cce-e46b0bb98b34,0
85382257,acd9b197-f676-4c4c-aab3-d8af8167ce1e,0
10274622,61ad0736-3ff7-4fa6-938e-aa13e4799bff,0
13022705,297b16d4-90d5-42cb-abe3-02544d11590a,0
16816570,16f1ebf9-699f-4e2d-9328-582f24c6221f,0
7654910,17a1e9aa-cb30-4004-886f-aa76b7df6298,0
37814055,f73ba7e0-a700-4460-a47c-2259bea7c61a,0
84302961,e68e7ab8-c7e3-48b1-be16-70102d209b1b,0
99157605,6d70118d-3c00-4439-ab2c-b4d5e65f107a,0
15421041,99461c9e-a1ba-4420-b5df-8a1d0034dea4,0
24210513,80d86d05-966e-442f-aa24-199a13d895a0,1
72073915,0a9a3fcd-42b2-44d5-981e-75c3a0068ef3,0
67922033,43828f24-fd05-4f05-8814-c0dd0ae243f5,0
33779714,08b591db-316b-4c50-9d49-15e075077701,0
11506306,f881b44f-ffac-42fd-b385-e7db937b40ff,0
20560092,3eafa1d9-63f1-4444-9e51-a5caac6b0c38,0
86881846,49ae65f3-73da-4b50-be50-bb92f5fb3319,0
7734103,976dc7f6-77cf-47f2-9d06-7ddca9e44e0c,0
5674720,af250acc-338a-4460-89c5-93be9b3db1c8,0
8658145,857b82ac-0d12-46e8-8ada-faa87e50166e,0
40163713,1facb5d1-1cbd-4324-8804-1c86440067d9,0
89386387,92312993-4e81-4afa-aaee-3736e9fc2b2c,0
85447810,26ef4380-e669-433d-a95d-9dc0cbd41b0c,0
88917676,50c81771-a45f-4ec4-9be5-7b4ee40a35d2,0
44165850,3d50b8d1-543b-4481-a0b8-5e2b5622cc1e,0
72586912,7bce13cf-eaa7-4b30-9148-e57b7262d882,0
92956358,8b91a410-ba5a-4c1d-a7c9-5ccb16f6f14a,0
68227908,206cd277-476a-45c4-aeb1-15dee13ca358,0
78826935,a06cebb4-f9ae-4c29-a12e-a88105cc777f,0
49905867,3f11aa27-c9d6-4140-a23f-7aee3e2d117d,0
81121403,8619edb5-e2c9-48d3-a3b1-06c697af4ede,1
40657663,c4d1e446-4ae7-4f09-89cf-b9c14e3e7e7f,0
94015782,df9fc3c1-0a89-4483-a670-df82226225df,1
6659909,b6c7b964-9970-4ab1-b0e6-80ce1f6a0cb7,0
31378292,a48d8e39-464f-405c-99d6-c382000df3a1,0
63020642,a38bee8e-5ee0-4c44-a4f2-94f299096f24,0
36634822,b678311f-b33f-4080-b23b-31a1cd48c405,0
19433355,8a2f3940-085a-4f5f-8d27-f755821cf2c4,0
16887295,b2efcbb9-adff-4eb1-ad29-b2f5f4b9bf6c,1
73422992,486b14ee-e542-4616-b7af-ff083fe89918,0
97935969,279e18e6-55ab-4bdf-ba40-8354d2ba1baf,0
35562620,62bb3fe4-0abf-45fb-a79f-6684d16aeb28,0
35213499,5be4b684-a1af-4652-8d34-8ad216fde78b,0
35703248,3ddc535b-b6c3-432f-b5b8-3ff13a427010,0
40910173,1a215751-10e6-4a8d-87c1-c9556034ef70,0
62744323,b15a2959-09de-415d-af50-0977f8cd5871,0
57805564,368c8149-712f-44ed-bef6-3ed9d225c518,0
91544507,f073a1b4-29b1-45fd-b54f-e798f111b550,0
6404004,8fc516cf-fbe2-4fb7-b3c8-021ff1748fea,1
71244179,9b38cd3f-d1fa-4435-86e0-067e59b746b0,0
51939267,f3e3bf64-e362-44b7-b686-8db58b71416b,0
33267859,da2ce1e3-aaa9-42a7-8f54-3ae8af4e4e6a,0
21114004,54aa6790-c52e-436d-964a-a83636bd7743,1
86641504,6d8e9d14-0a04-4a2c-a9d6-16d741d38383,0
10421959,9ecc672a-56f7-4f51-b192-f5cd282ab892,0
77809460,db048a44-aa67-4e14-ad39-5d7f4dc32e10,0
12984809,cd129cc0-7e2d-4366-ae3c-6813e921fdf9,0
14764961,a4eb03ed-d74c-4323-87f9-1bfa86818cf3,0
96946088,ed975e3f-1f58-4977-8391-6ad25f1e88cc,1
50402944,094aab21-589b-4f18-93f4-29b6e53a6761,0
76241447,89507ec9-0341-4b3b-af30-f40ff8a835f2,0
53777025,b5fcff48-7c04-48d9-bae6-14baa385c840,1
83494667,08150877-65d1-494b-8b36-1f53ce4b1746,0
70721465,9adbb1e4-3d83-4677-bfdc-d0d86746d1a6,0
84711897,847893a4-d07b-4e63-9f60-04545f0d3bd0,0
92649394,6fe64e78-5016-4f99-8fda-f7a5f1440b20,0
79214743,d41b09c2-415f-4d90-ac11-de1680d850ad,0
43799967,c6f8ea8d-9739-4fd3-8d6d-384d1fff2776,0
10047454,4b0e513d-5ced-4a81-bbb0-d842f3fc50a6,0
35581226,711ab341-16aa-484a-85ce-4738ed8dd30d,0
34109027,7d61f164-f9fb-48df-a71b-6dc4b2a228d7,0
42090759,0aee4aff-edea-4c87-8f93-8d33fdd694d0,0
16037628,dc28c624-497d-490a-b033-5b90b1bf5ead,1
80337040,77871efd-4b7a-4b37-8f02-66c9161a7c05,0
20281690,306e2a86-2a70-448e-8f8b-8763ad7ebd42,0
57631344,7124f243-484e-4f0e-ac48-e6b706509af4,0
71450612,8ac2e4b6-0b38-433d-8779-04dabc087763,0
46510961,adf9bca6-a879-4010-a82e-65709d840e00,0
99223554,f9a5c413-b47b-4309-833d-4cabfdf84123,0
95415948,b6f6b0b9-f747-4e42-9934-71affec1f2e7,0
32797856,4feab744-0c63-4566-a174-5b65b6a0eb53,0
34795515,8de49ca7-af95-40d9-9dc5-7a6e902a89f9,0
5184503,a2e50e9f-26da-4e86-aac8-55df9a13e7b7,0
23448675,bab4740b-d2b4-4abe-97f1-a59c5cf056cf,0
55223955,7d592cd8-5948-43a9-8c4e-e73264dc8fc0,0
30948144,807888cf-1e24-4e9b-981f-9cc7d0ffa2f1,0
12503248,2eefe066-5584-41ef-9345-2caf489c88c0,0
94962819,aaed2796-7718-4a5b-9468-25a3090016ab,0
54006164,9daf1d29-3d3f-43d3-b160-f8774b5c1d40,0
51910808,0cf02d86-f2ba-4065-82e3-3f1ac4486cb1,0
54847137,822bd1fd-8a55-4af2-9ec1-7814d7b53a54,0
73150360,ff1a7786-f735-4ffa-b699-103e0604d6fb,0
30831220,1582a401-b50c-4ce9-b573-bc82f8239aad,0
92942923,7acd7ab9-9192-4cf7-b82d-a218a66bc3e3,0
23101384,cd05ed38-c364-4d9a-87fc-2347b25c881e,0
17569188,cb4c38cf-993a-477c-ad09-00e9e336616d,0
54710376,47718e23-c52a-455b-b5e1-c4e9e9742f4e,0
54456148,641c016e-fd18-4fad-b154-83a593820337,0
78110974,47579e77-bea0-4d14-9abc-83d7f4af41e4,0
39501027,6d0d252e-ac6f-4522-ac3a-93d9ca5a9c47,0
33163774,d361db54-349e-407b-9fc7-43d4f8ad99a0,1
11310553,f4b596c9-6321-4efd-9960-4f0e2ec989aa,0
31146083,64020ca7-7265-491e-8bd5-b4d281c247de,0
21104793,11581698-f69d-4634-95d9-c21169da0494,0
21739357,785f4104-22e7-4d10-b79c-89ea44325032,0
11471762,8c91b068-8b4d-412e-b22e-1a5e0bcdadd5,0
19576704,5e2d0783-5d15-43b8-b895-08f4b1419caa,0
75092306,6f8dcdfe-936d-4ed1-8949-d1013fb709a2,0
72429250,5b232f2f-95be-4420-bdec-e75738959c0e,0
18877238,c9246519-e396-48e5-aeab-35b916a4827b,1
46918819,2fc2f1e5-8cdb-46cc-a931-2dd2811ab3c7,0
23705257,2a935654-97ef-499a-9aae-57b74245394e,0
84504548,4f776d4a-3cbf-4f16-b678-1d798dbcc077,0
77633092,8e8bbca4-285e-4bd2-b3c7-e50bd61f976c,0
79452961,98e8214d-af83-40e9-8a59-ad44db9e19f3,0
55403797,6f0181db-8fbd-4e0e-a7fe-3b7e214d54a9,0
96949040,fc090c7f-a27f-4a8e-9c10-b8f673ac26f1,0
97576440,d88ec1d2-2c83-4597-b06d-dde2451ac657,0
23508103,2e31e8d8-b205-4b42-956f-f8caac0bf328,1
9405635,10cbec4b-cbc7-4f00-85a1-92f99cf84b69,0
5853585,de56ebde-9de6-4857-9c60-17c3ec9f7fc3,0
24947745,119ba911-696a-4212-96e0-6dbf5fa5f11d,0
48491184,abcd2cd0-705c-4b8b-91b7-c302d61b3e8a,0
37856187,2c41ad15-3131-406d-b7cf-c2126264a153,0
48673238,b155b90c-17a9-4207-8123-0309986b243e,0
65293687,cb7c947f-c33b-4333-9f6c-d04e3684d885,0
1983510,c092b838-8c97-4c99-95fd-10dba63d42f9,0
18298918,4037608a-1cc3-4d0a-89e6-1a6422416026,0
43563238,5a656895-10d3-42a0-ab75-d8c83c5b308a,1
77729133,8c54bec6-364c-4ad4-ac0c-f824198f9e64,0
77275699,c2bd0f90-12b2-4851-be9b-998a7324e7ff,0
73214390,7881025f-8af8-4d88-8927-6830c6c3e0e0,0
26365211,44ccfc5b-1622-4844-ba19-739d70e9ee78,0
58245346,bcaae239-f30a-4766-b24d-76689d9e5e91,0
27180309,3e7a796e-f741-46ce-ac36-9d2a810c59d4,0
11326238,db939a2b-3caf-4921-9ca3-f5617b48d8a6,1
86343265,18be999b-7524-44fc-940a-61b5832cf91c,1
61864220,3a9eedf0-3617-4090-abe3-87bcd67706bb,0
54434671,2ac64bb7-ae19-43c9-be81-830a61890d40,0
87692769,9e7f7d82-48ac-4d82-9838-bf7ab67ba142,0
33255877,c6534a34-d361-4488-a200-7ab0dc30d897,0
49114108,cdefeb31-78d8-4794-af4c-a1919127ab19,0
15900477,01bef8fa-f865-4165-98e2-c6d8a88209b8,1
40820228,35e9253c-c447-4ba7-8154-21d90c10aa29,0
79688896,de36697f-52bd-4f7d-98ff-ea67a238bbbe,0
87927857,2885d6f1-f2c5-4d37-8752-5259aba8fcc0,0
53059072,27411226-bf6a-4386-9bda-f90fbc233f7e,0
89595921,d46352fe-a0b0-4742-8309-1827115b81e4,0
12707036,75135a01-2023-4e80-be5b-e8f4dcd9d612,0
5130398,3f9d4c50-75ad-4b64-a376-5aa58de7a9f1,0
70560221,49660389-bba1-4c70-9b41-206ed3f6b54c,0
36998517,f29168e0-a71d-475c-b31d-00569076b35a,0
36481542,558f2e77-425d-41b6-b0bf-4ee030d4bc2d,0
66385641,14aef9ba-9ce5-47bb-a304-30f434e9d747,0
66880549,f5b1e237-ecea-44ae-acf8-c40a5ba931f2,0
94783768,8cecf462-887a-4c36-b68a-47788d004337,0
78384477,86cb74b2-b6b5-4e84-aada-21c23d11230d,0
94206449,3c8f4f44-e5fd-4393-9d0f-ea36f49d7f7b,0
92406062,6dc1f77f-e7d9-4ae7-96dc-ea6b5e97e15c,0
42058335,3c27b493-fc03-4809-8d01-58e83e5a8493,0
49742524,53695a69-6893-49f0-8b17-98540e80e74f,0
39769057,3c4df6bd-9803-42b4-b9ed-ef0be32ea794,0
55174260,f27f2794-2f3d-425b-9ebb-881afbf8025d,0
56688831,328fa6d3-9f44-4e07-baf2-e71e1420c6e1,0
43369429,66b515c8-f53e-4d4d-91ae-0966c4a7aecb,1
14650272,00c41a8b-1783-4e1c-8063-1db00fff2a38,0
31725527,dc642837-d202-4323-93c4-6a2e22bf015b,0
79348897,80074a47-0e57-42a9-89ac-e484a7c6ad97,0
18992384,5ba39ebc-97ac-425b-9323-7fd1c2566850,0
70995267,cbe59cb1-be9d-43b8-91bd-0652369441ce,0
56877184,913ee2a2-83ad-43b2-820a-7a9a7b56869a,0
84574186,e9f82401-cbc9-485f-9a7b-cf9ddb394bb0,0
1989174,cb534e08-989d-40ea-9176-7b674ba86ba2,0
36635194,c99d11c5-377e-403a-b28a-8513c84fd1c2,0
32474984,d6cf0bfb-e2c1-4c4e-abc9-415064ea9072,0
33999534,b1fe1579-800f-488a-9522-caac8b04f236,0
14716696,94864a00-83d9-4be4-887c-c056a55204c2,1
91992690,2d781ebb-a0b3-4fad-943e-cf4491a64ec2,0
91299104,2396adb3-4974-450e-b0af-67a46c76b482,0
63967151,a8e7bfd9-910b-43cd-9bf4-ef2b0581a11a,0
91499350,07d52357-c005-4ab5-9084-8fe597f0c5b1,1
63981207,918b1ec7-43e7-40a5-a3ba-7afbd2e17244,0
64785346,1d6777a0-b7a5-478f-8367-cd6ccde6e28b,1
17882751,961534c5-a29d-4c4c-8598-cc7555d776f3,0
78725275,9b975389-24b6-4c95-a06d-ebdf5e20f551,0
60303850,74168206-dc48-4727-a60a-f9df6699affd,0
10192258,6628e944-39bb-423b-9b19-ee160000ed5f,1
43167706,a286fc32-c545-43e6-aa27-f0f8afc8d951,0
94569233,d9825a2f-e409-46ea-a199-854b82e0baa2,0
21130344,95582a69-0bb8-4b4e-86ab-685e0e8ef3aa,0
40869793,93574da3-c888-4a90-ae87-d3ea839f9ba3,0
49913225,cdcd934c-f49a-4f98-8765-9b2bc4d51829,0
64356139,2ce31189-9c4c-4692-9247-bdd7413d15a4,0
91959542,5b604fb8-b4cd-40d6-92ec-dcbbe494e642,0
67607728,bc04111e-f4ff-40b9-b34f-d6f9e03dce47,0
92642343,fa14cd7c-8a25-4228-8850-9f235e35217e,0
53007837,de807026-e22d-4556-bfd5-7e7e0c73179f,0
65541802,8dc123de-164e-405d-a310-5888565ddfea,0
58114586,e540de71-8c26-4ded-85ac-08b95b383076,0
26658610,412f4690-faf9-4841-a7e3-fbf7efdb9b8a,0
76294552,a699b907-3b6e-4e80-b8ad-dcabfb008d87,0
30024205,363058ba-ce70-42e8-bde8-2660d2964494,0
82008892,7288c2bd-e7c5-4241-ab58-a90fc7a69e93,0
48715258,f923b372-ecf5-40a1-b21d-122bd7082fc2,0
22268807,25d5eec4-079b-463e-9119-2fce390b14e1,0
6512441,98174a3e-b32b-4e2c-8e17-549bb144aa91,0
12431396,774f0b20-09ef-4700-8b54-4c79421043ce,0
73208493,e2714621-40db-44e4-be90-a7674cd01c9f,0
29093908,d0024fd8-9514-4abd-9db7-524d21804092,0
36253448,cc02c80f-c6bf-496a-88ce-c36c4d1382e0,1
62134784,2aa65872-9812-4916-bc32-d0ed9494b93c,0
93560814,24e29be8-3433-497a-b4bf-d04a3f634c32,0
62460304,8236aa2b-cb81-4b70-814d-bca9e0de0551,0
83831438,ef74ca62-1475-4a35-95e0-8cbd6d3459ab,1
64447436,38a0d054-6ed9-461e-8269-15fa77894a5c,0
