rpp_user_id,num_ofertas_historicas,num_ofertas_aceptadas,num_ofertas_no_aceptadas
650657c8-bed9-4189-91c1-48a58cdd778e,6,4,2
4385c640-06ed-4457-ba40-9f6de8ea6819,8,2,6
193accce-a12a-442f-9b67-b394dfeac302,2,0,2
05987049-eeb9-4d9f-bf2a-9dae85622480,5,3,2
8ced31b7-bd9b-4b8e-be7e-2045c348262b,6,1,5
7ccf4106-6951-4be9-ba22-f5e07b9dc1e6,5,3,2
e5bd29ba-0061-4853-b5ac-a5ce73c3f5db,3,4,-1
d7c5f69d-d82c-405e-a934-fd8ab360615d,8,4,4
b19b903b-a496-4c04-8597-c689181fcb4f,9,1,8
16bafbe8-89ad-440c-9100-3320c5b306fa,7,3,4
078aba4a-f936-4bbf-8bc4-1ad32f74c25f,4,0,4
d5d3f789-f288-46d0-aa20-1edd70e32923,5,1,4
6226ebc2-b8e1-4de7-b33c-69ac844c1cca,2,2,0
2a5d86da-44b0-46dc-b962-1c900fba0382,4,1,3
f4a3ee03-b5d4-48e0-bfce-d6a0fddb0e0b,8,2,6
ced35238-1600-4794-8f99-1fe0becffb4e,6,1,5
2d7eec7d-da81-48c5-83d9-98e557a67d7d,9,1,8
ac4f7f55-842a-4dc4-b764-2fc9c91472e8,4,1,3
b55820bc-01e5-4458-8650-ba9586a7cc7c,2,0,2
ac08d4b0-2291-42ce-8f14-3d28708f71c3,7,3,4
45c893cc-922f-4f94-a4d5-e5983978d500,6,4,2
16be1abe-eadb-4165-83e0-7007f9b13b31,3,2,1
8816af8f-fba7-458b-adef-1ffaaa438cf3,8,1,7
109b9a5c-8c7b-4dc4-9095-33030c7e0b8d,8,3,5
a13545db-9494-4a32-8b6d-45c54004431f,1,4,-3
6641365c-6995-47cf-b073-e3ff2da3729e,6,3,3
c7fdd725-5109-401c-af4c-a81aea6918bf,4,4,0
7a083510-07bc-4014-9722-a77080aa1dc2,2,0,2
52f803b8-c9ef-4c9e-b787-931ba0a6e3ce,2,0,2
ba7767ef-a40f-45d9-b7dc-67302cb64016,4,1,3
c351d201-2bce-449f-a703-e4431ad16b2d,3,4,-1
0fc9b4c2-ae16-49a2-a960-f0e5d01912b2,2,2,0
765a0ea9-56e4-477f-a44b-41f58ce78fde,8,3,5
adc7e0ac-0e67-4c95-a508-d4920adcf4d7,8,3,5
f3ec7926-6b66-47ff-90b4-43b828ea24d1,3,4,-1
1d8dde19-a79d-43f3-8453-6585df91b470,5,1,4
d4e03d34-1317-4ef8-a931-c1eef524f95e,9,0,9
70c502bd-a9bd-4ffb-8b5c-260699f2c1e5,7,0,7
91f13bab-6fa4-44be-8339-ae317e773690,7,2,5
78060d9d-3823-473a-8886-f45b370de37e,7,4,3
b19ca686-a1bf-4d9c-bc11-f64f3c46a160,6,4,2
a3adcf6f-f227-4909-af22-585a55d67a5a,1,2,-1
8bb033a9-31b3-4d29-b42c-c3cb18451be8,7,3,4
c4b55124-a5a1-4eb3-8b80-81f803e4c8b6,2,0,2
2ed83744-8ffd-4ae1-8b8d-68f117041be9,8,2,6
2454e30e-121b-4656-819a-4d13b72374d0,5,1,4
8f339c53-2657-4579-9a41-1e1065690fe2,6,2,4
7e8c53c0-9fb2-4265-8b49-fabf2ecb9bd7,2,3,-1
bbbef90b-8dab-4ae1-b76b-11b34ad9f768,4,2,2
49e49d45-b10a-42f1-9be1-98410d7be5e0,6,1,5
eff9cef2-ee70-4dfa-9c03-f33b2e32fcd8,2,4,-2
bd7fb78e-6b94-41e8-8110-6330b4ea68e0,8,4,4
babc775b-bbb1-404f-af23-75b04879514c,5,3,2
4155c793-daef-4d69-becb-10cc8ac6d857,5,4,1
9809f9b2-7e9e-4fea-ad8b-c07f30fb0d23,2,1,1
a88f1ba8-a396-4cb9-8479-a7bdd5c477ce,2,0,2
3d893ef7-4356-4d7d-90d7-386513017296,7,0,7
3ea97816-8577-4e10-8268-632256d16838,3,4,-1
327c907c-7d13-42d6-8077-053479ecfc56,3,4,-1
a1e5b051-b72d-4191-8997-fde20c685bb6,6,4,2
346a49ce-ab37-4d43-ae3d-09502faad43e,8,3,5
2e58024e-7d29-4d5f-88c9-c2fc80d40234,1,1,0
e73b0f2d-7c45-4ff2-b063-4653353a51e9,3,3,0
6a9a55b1-3735-4f96-a877-68700bf777d7,6,1,5
410df048-26bd-453d-a374-508f3e11a33e,9,0,9
cd3b464c-089b-4294-95d3-5f093e7bb65b,3,4,-1
c5fda32a-565a-4d77-90aa-f60b31362ad4,7,4,3
d41b9dd8-0f0b-49b8-9144-6f0c30d340fc,9,4,5
0864de7f-0333-4399-a5f4-97bbc7613b83,3,3,0
96df1095-24f3-41a7-9b49-02a0d53718a7,6,1,5
718e8ed8-d90a-4a95-b005-5e08bf9599b3,8,3,5
3a11474f-4d9e-4148-a89b-561ecc8c73d4,8,1,7
f31a65e0-e619-4e7d-bea9-b16a39885a77,3,1,2
b8182f7a-8f47-49bd-b602-4d5f0e9f214a,8,0,8
ccaf8516-20f7-4340-81b4-7638265b51c4,7,3,4
e4b81722-f4f8-40a2-8c88-2a564e7edfcd,9,0,9
70db445a-df7c-4cb1-9e07-945347c932d1,1,0,1
10f72019-5344-4a62-bcc2-ca0f5a2eae0a,2,1,1
8b299b63-d757-408c-9d4e-5dc4c582ece8,4,2,2
1ca80972-a545-4afa-98ba-6af5ebad281c,1,1,0
395fe71d-9451-4cab-9d7b-e703b38ec43f,4,0,4
445d366f-6077-4d1c-a59b-83f8ea499b00,4,0,4
abea8437-ef0c-413e-b350-d7040f89cf36,8,4,4
93ff3a22-9791-492d-aecc-544919c719bb,3,0,3
eb8b7f99-4101-4182-a84a-5756dc30e6c1,4,0,4
9126243a-a184-4be8-8880-2a11c231e4f3,2,1,1
1dfa815b-745f-43aa-9dc6-4d9e283df43d,8,1,7
e63f10bb-e8be-44c7-9b21-911d0904ed6f,3,1,2
21e97b1d-8971-420d-80df-8cebd9c4f075,2,1,1
3631242c-75d4-4108-a77f-963b8f084ff5,9,2,7
29276b9a-1b39-4e77-bf22-59b6194981ea,9,4,5
92090a94-8b00-4b7d-a98b-a1904f49640e,3,4,-1
5609830f-8db9-4a64-b295-0fe7e9ea6703,5,1,4
d8efc74d-a8a0-4403-a3e2-deb6dbe32fbc,8,0,8
60d813e6-9b91-4600-b552-494689e90dc6,9,4,5
25808ff0-a362-43b0-b69b-a312cffac6f9,5,0,5
e4a903bb-6c92-4676-8a3a-d244c1dfb016,5,2,3
938cfe60-5a42-4e9b-823d-ee4d49448bbb,9,3,6
f8c20c35-93be-40bf-a8b1-847562d2d3c2,7,3,4
32d6b2b5-70f6-409b-a540-8530cb6966bb,6,4,2
9008fd38-1aba-472d-87dd-d62126974d37,1,1,0
ca7bdc7f-4083-4b40-95e2-fd35a55ab55c,8,3,5
a2d16400-5d2a-4858-8d1c-9f52bad8b84d,6,4,2
77f1e6d9-1459-4fa4-92d1-0e1574c62f1c,8,1,7
07e67da7-d37e-46c1-8fa0-66bcb8cf2424,5,3,2
06c7af40-a622-4b50-a8e3-643cfbf925c0,8,1,7
4692baf6-ffa1-4de8-9645-f810479fb178,4,1,3
4ff15d6f-015a-4a35-aa37-3aef22403907,1,0,1
2b8a7d16-d29b-4dc6-b210-d5c80bf2273f,4,0,4
9485ae29-6712-4e5c-96ba-f672dfc43729,1,4,-3
378ab78c-8260-40e1-a245-d03751afe4f4,8,2,6
a0169651-5852-4540-bcc4-b5c597a5a515,1,1,0
bbe2cabf-e03e-46ea-a60d-d0b34eac0192,3,1,2
701a2966-b73d-49f2-ae5f-fdae53de4b2f,1,0,1
ec112904-74da-4e46-bec1-5ce90d2f8f45,7,2,5
e7b858f8-d103-4956-8265-1cfe4b5cf85d,8,2,6
b6ec1f5a-65c2-47f5-b848-084defafff78,7,3,4
ba7e8525-20cb-45d0-9145-e28834141b53,3,4,-1
e9a1c2b5-17ed-4ebf-a2b7-a3d225b90063,5,0,5
91e17419-fe53-427a-a218-7c71d34a8a85,1,0,1
6fe86cd5-10ed-4005-8913-1d870f10f8da,1,2,-1
79c19652-9799-43f5-bc87-b27683be4620,1,4,-3
81047306-e614-491f-80bf-a31011132b70,3,3,0
773a6209-06c8-4ae8-8914-e03d98d10598,3,0,3
43765198-c122-4b32-94d9-412d1c105599,6,4,2
26a2d4be-6c60-4d5e-8ce3-9a0d94f271e3,1,1,0
d250563f-b7a8-47eb-ae99-f8bb1765ff7c,9,1,8
e49c2063-6fa5-4adc-923a-7bf3424420e1,9,2,7
642c0744-5d4b-47c1-9b5d-878a10ef9365,6,1,5
070c7856-c518-47a7-8b76-4e44023e350e,6,2,4
7dfcef14-37b4-4c47-a155-254c9374a705,7,1,6
cd2844f3-5ca5-4e44-b853-0ffeaf60a081,8,1,7
6e978d7f-34d9-4260-9a7a-e74fe2520443,8,0,8
64b65ee9-3011-4918-9219-6bde3faefc2d,5,1,4
bcc343eb-b702-4311-a016-6a9352338a8c,5,1,4
5a0954d7-562a-489d-b67d-dabc53c80a7a,8,0,8
c816bb19-51c4-44b5-9c79-0c647ea7282d,6,0,6
2239569f-2c74-4f5e-b149-99a85a1e8bd2,7,4,3
8d738133-6c60-4093-801f-a395634ff6d1,2,3,-1
e05241cd-d830-4f54-a227-de5d9a75a480,2,4,-2
8f01af21-4ad9-4756-a169-9df49960924d,8,3,5
79e2c67f-908a-4cc6-a743-660d3266fb6c,6,4,2
9dff640b-4b4e-4a6c-9d3a-0d37bd6ff4a0,7,1,6
61f7adc4-74fd-425e-90f5-7750fbe649a7,6,3,3
74497fd3-3648-4b2e-aac1-5f68044c4b1e,3,1,2
a2522db5-8566-441e-bcfa-8c7a281f4715,5,3,2
7ba127c0-1743-4eef-992e-6487c1fb4984,7,2,5
d9fb2118-e044-42b1-b0af-eaa00446d71d,1,0,1
43b8be21-8f27-420f-99ed-1f9147c68e21,2,4,-2
6988196b-a535-4a77-b6e1-ea93cd9a9029,2,2,0
a8ecb4e1-ded9-4081-8b87-c94dd7c22df5,1,0,1
310fb836-798c-4ea2-8a5d-e0b7fa3eed17,2,2,0
c8072d35-4c36-4bc6-9d71-1cb7d5199259,9,1,8
df866816-043c-4b80-9637-a17fe9eb3559,8,2,6
982bac99-2635-4024-bd3c-14c53232ea31,2,1,1
8f59f3a3-2fa6-488c-8ea3-9ec1e65fb9a0,1,3,-2
9186e050-05f8-48ad-8401-8467166f0fd0,7,3,4
c26c495d-a79f-4bcd-9268-a6457e95eef4,8,4,4
170a2cb8-fe54-4966-88e7-0e0b42152a28,4,0,4
9800a756-5eb6-4714-8ecc-62d9a5cb0bef,1,2,-1
993d0bd3-f1c6-4ceb-a2b7-21c20b45270e,8,1,7
19fb04bd-8c93-4bdc-8cb4-edf302e24395,8,1,7
736e44c6-1255-41b5-be0f-183bb11904dd,4,4,0
32f8e01b-710d-4eef-86ad-5796710ecb01,4,0,4
c1f40e5d-67bd-4849-80a9-88f8c331cee9,5,0,5
39e56d28-1aa2-478d-af38-2c9f47a15012,3,1,2
35ec94eb-a22e-4cdc-a767-b5fffd4d118d,9,1,8
1dc1f784-9e03-4f95-a30d-c6daf71afa0c,6,0,6
c0f3c8b1-7d84-483d-9b27-e672203960ea,2,3,-1
c5ff2f29-35b6-4126-b5cf-6168e94cfa43,1,1,0
c77c7f0c-2010-4bb6-aeae-26aa2fec1122,3,3,0
e5033424-d1f1-45cd-82ff-3c2943247c9f,8,4,4
c5104597-97cd-4d70-94f3-f221e1b8d024,5,1,4
9ce3390a-6017-4856-811c-cecf061be093,2,0,2
